requested_season,bb_rate,k_rate,iso,babip,pitchesPerPlateAppearance,swing_miss_rate,hr_rate,xbh_rate,sb_attempt_rate,groundOutsToAirouts,player_records
2022,0.10391568415492693,0.23966734740513812,0.15983472803347282,0.3150439330543933,3.87468410041841,0.2829595540336355,0.027663641874951295,0.07799428448684041,0.040827474974607626,1.0212970711297071,478
2023,0.11231639259064612,0.23434144725289094,0.15294841269841272,0.31446626984126985,3.902642857142857,0.2773701080553464,0.02544758802921906,0.07478658826959697,0.04542185394049922,1.0052579365079366,504
2024,0.10460654294372558,0.2342739225612602,0.14344594594594595,0.31024903474903476,3.8586833976833974,0.2754894112578576,0.023131279931901234,0.07255627459037907,0.045806399304424865,0.9654440154440155,518
2025,0.10851741640109279,0.22443283024802171,0.13653294573643412,0.3074709302325581,3.8599186046511624,0.2685610243458211,0.021553903739739814,0.06949017372426286,0.049224137902177535,0.981531007751938,516
