k,silhouette_score,smallest_cluster_percent,archetypes_interpretable,clusters_too_similar,notes
4,0.1462881549858196,18.799603174603174,NA,NA,NA
5,0.14027520564585885,10.813492063492063,NA,NA,NA
6,0.13564044208009868,8.978174603174603,NA,NA,NA
